Date,T2M,PRECTOTCORR,WS2M,RH2M,ALLSKY_SFC_SW_DWN
1983-04-27,19.48,12.18,0.78,81.04,-999.0
1983-04-28,19.85,11.35,0.49,81.79,-999.0
1983-04-29,19.71,14.6,1.04,86.25,-999.0
1983-04-30,18.38,11.33,1.49,89.09,-999.0
1983-05-01,18.59,6.51,1.52,87.19,-999.0
1983-05-02,18.46,4.53,1.46,86.14,-999.0
1983-05-03,18.82,3.37,1.11,83.69,-999.0
1983-05-04,18.19,2.41,1.27,85.95,-999.0
1983-05-05,18.88,3.91,1.35,81.66,-999.0
1983-05-06,18.61,2.95,1.19,87.19,-999.0
1983-05-07,18.07,10.79,1.08,87.61,-999.0
1983-05-08,18.88,4.74,1.49,84.23,-999.0
1983-05-09,18.2,1.52,1.4,85.07,-999.0
1983-05-10,19.03,6.6,1.55,83.3,-999.0
1983-05-11,19.04,12.68,1.49,85.74,-999.0
1983-05-12,18.89,3.71,2.06,82.97,-999.0
1983-05-13,18.26,0.19,1.99,80.72,-999.0
1983-05-14,18.49,0.33,1.95,80.38,-999.0
1983-05-15,18.88,0.0,1.69,76.35,-999.0
1983-05-16,19.31,0.0,1.6,69.85,-999.0
1983-05-17,18.53,0.91,1.59,74.59,-999.0
1983-05-18,19.26,0.86,1.49,77.58,-999.0
1983-05-19,19.41,0.19,1.27,73.48,-999.0
1983-05-20,19.81,0.08,1.3,74.57,-999.0
1983-05-21,19.73,0.85,1.42,76.91,-999.0
1983-05-22,18.83,5.37,1.5,82.39,-999.0
1983-05-23,18.89,12.04,1.28,81.03,-999.0
1983-05-24,19.21,2.94,1.33,83.48,-999.0
1983-05-25,18.93,13.82,0.95,86.35,-999.0
1983-05-26,17.73,1.8,1.13,87.45,-999.0
1983-05-27,19.09,0.02,1.42,79.85,-999.0
1983-05-28,19.38,0.01,1.37,78.56,-999.0
1983-05-29,19.6,0.42,1.06,77.35,-999.0
1983-05-30,19.89,2.48,1.41,78.19,-999.0
1983-05-31,19.12,0.0,1.63,77.94,-999.0
1983-06-01,19.54,0.0,1.88,73.86,-999.0
1983-06-02,19.3,0.0,1.75,71.34,-999.0
1983-06-03,19.28,0.0,1.6,74.07,-999.0
1983-06-04,19.72,0.0,1.86,74.3,-999.0
1983-06-05,18.81,4.28,1.5,74.89,-999.0
1983-06-06,18.31,3.03,1.54,78.61,-999.0
1983-06-07,18.92,0.49,1.61,77.14,-999.0
1983-06-08,19.02,0.0,1.62,73.53,-999.0
1983-06-09,19.06,0.0,1.58,72.32,-999.0
1983-06-10,19.47,0.01,1.53,72.14,-999.0
1983-06-11,19.15,0.15,1.71,73.18,-999.0
1983-06-12,18.91,0.22,1.44,73.87,-999.0
1983-06-13,18.88,0.23,1.34,75.15,-999.0
1983-06-14,19.73,0.23,1.48,71.26,-999.0
1983-06-15,19.67,0.07,1.36,67.98,-999.0
1983-06-16,19.83,0.08,1.54,64.7,-999.0
1983-06-17,19.45,0.07,1.57,66.29,-999.0
1983-06-18,19.65,0.04,1.52,67.86,-999.0
1983-06-19,19.83,0.33,1.22,70.62,-999.0
1983-06-20,18.88,0.51,1.34,74.61,-999.0
1983-06-21,18.39,1.37,1.3,75.83,-999.0
1983-06-22,18.34,0.96,1.27,74.5,-999.0
1983-06-23,19.35,0.45,1.17,67.57,-999.0
1983-06-24,19.35,2.47,1.22,70.7,-999.0
1983-06-25,18.89,1.2,1.3,74.63,-999.0
1983-06-26,19.66,0.31,1.4,69.61,-999.0
1983-06-27,18.88,0.0,1.39,66.83,-999.0
1983-06-28,18.21,0.01,1.46,61.95,-999.0
1983-06-29,18.46,0.02,1.49,61.89,-999.0
1983-06-30,18.88,4.68,1.62,69.37,-999.0
1983-07-01,18.47,4.99,1.93,74.57,-999.0
1983-07-02,18.18,3.31,1.86,72.43,-999.0
1983-07-03,18.53,0.88,1.61,72.91,-999.0
1983-07-04,19.24,0.81,1.66,70.39,-999.0
1983-07-05,19.08,0.02,1.79,69.3,-999.0
1983-07-06,19.19,0.02,1.76,65.04,-999.0
1983-07-07,18.64,0.02,1.88,62.78,-999.0
1983-07-08,18.44,0.03,1.78,66.25,-999.0
1983-07-09,19.09,0.0,1.74,66.16,-999.0
1983-07-10,19.3,0.28,1.5,65.89,-999.0
1983-07-11,19.64,0.57,1.35,68.64,-999.0
1983-07-12,20.2,0.03,1.75,66.21,-999.0
1983-07-13,20.27,0.49,1.74,66.41,-999.0
1983-07-14,20.71,0.02,1.4,64.67,-999.0
1983-07-15,20.0,0.46,1.45,67.97,-999.0
1983-07-16,19.15,2.85,1.55,73.27,-999.0
1983-07-17,19.19,0.15,1.52,71.49,-999.0
1983-07-18,19.13,0.08,1.49,67.99,-999.0
1983-07-19,18.42,0.52,1.84,65.76,-999.0
1983-07-20,17.91,0.01,1.62,63.9,-999.0
1983-07-21,18.66,0.0,1.52,58.99,-999.0
1983-07-22,19.59,0.04,1.54,56.54,-999.0
1983-07-23,19.22,0.0,1.82,55.07,-999.0
1983-07-24,19.3,0.0,1.45,53.06,-999.0
1983-07-25,19.8,0.15,1.41,57.25,-999.0
1983-07-26,20.29,0.51,1.42,59.92,-999.0
1983-07-27,20.43,1.32,1.64,62.72,-999.0
1983-07-28,19.06,18.62,1.6,72.74,-999.0
1983-07-29,18.6,13.08,1.88,77.3,-999.0
1983-07-30,18.99,0.03,1.89,72.29,-999.0
1983-07-31,18.91,0.08,2.02,72.38,-999.0
1983-08-01,18.8,0.53,1.87,70.21,-999.0
1983-08-02,20.04,0.0,1.67,67.4,-999.0
1983-08-03,20.11,0.0,1.7,66.07,-999.0
1983-08-04,20.39,0.22,1.56,67.49,-999.0
1983-08-05,20.67,0.08,1.5,64.27,-999.0
1983-08-06,20.54,0.0,1.53,63.41,-999.0
1983-08-07,21.24,0.11,1.41,60.36,-999.0
1983-08-08,21.53,0.07,1.4,64.54,-999.0
1983-08-09,20.86,0.02,1.47,68.91,-999.0
1983-08-10,20.73,0.53,1.18,70.47,-999.0
1983-08-11,19.81,1.14,1.37,75.65,-999.0
1983-08-12,19.48,0.98,1.99,72.13,-999.0
1983-08-13,19.37,0.2,1.88,63.35,-999.0
1983-08-14,18.54,0.0,1.73,58.46,-999.0
1983-08-15,19.84,0.01,1.5,57.88,-999.0
1983-08-16,20.5,0.08,1.48,61.06,-999.0
1983-08-17,21.24,0.07,1.49,62.42,-999.0
1983-08-18,21.6,0.11,1.39,63.14,-999.0
1983-08-19,21.15,1.66,1.62,63.67,-999.0
1983-08-20,22.07,1.81,1.31,60.37,-999.0
1983-08-21,20.85,4.12,1.26,68.57,-999.0
1983-08-22,20.3,0.53,1.54,68.71,-999.0
1983-08-23,20.94,0.19,1.88,66.58,-999.0
1983-08-24,20.22,0.68,2.15,66.35,-999.0
1983-08-25,20.42,0.08,2.04,59.86,-999.0
1983-08-26,20.57,1.4,1.7,61.88,-999.0
1983-08-27,21.07,1.78,1.78,62.12,-999.0
1983-08-28,21.35,1.41,1.79,60.88,-999.0
1983-08-29,21.39,0.06,1.85,59.21,-999.0
1983-08-30,20.83,0.0,2.07,54.58,-999.0
1983-08-31,19.84,0.0,2.1,55.59,-999.0
1983-09-01,19.61,0.0,2.0,56.37,-999.0
1983-09-02,20.69,0.07,1.95,57.74,-999.0
1983-09-03,21.07,0.84,1.97,60.35,-999.0
1983-09-04,20.83,0.42,1.76,57.62,-999.0
1983-09-05,21.07,0.2,1.97,57.64,-999.0
1983-09-06,21.31,0.01,2.01,56.5,-999.0
1983-09-07,21.51,0.0,2.1,51.66,-999.0
1983-09-08,21.53,0.0,2.14,52.45,-999.0
1983-09-09,20.73,0.24,1.86,60.42,-999.0
1983-09-10,20.38,3.58,1.72,62.73,-999.0
1983-09-11,20.46,1.43,2.27,64.27,-999.0
1983-09-12,20.92,1.31,2.18,60.44,-999.0
1983-09-13,21.23,0.5,1.99,63.65,-999.0
1983-09-14,21.68,0.25,1.73,61.92,-999.0
1983-09-15,22.1,0.49,1.87,58.15,-999.0
1983-09-16,21.84,0.0,1.9,53.57,-999.0
1983-09-17,21.69,0.01,1.71,51.13,-999.0
1983-09-18,20.97,0.08,2.07,57.02,-999.0
1983-09-19,21.21,0.1,2.11,52.92,-999.0
1983-09-20,20.5,0.04,2.24,53.79,-999.0
1983-09-21,21.53,0.01,1.77,51.0,-999.0
1983-09-22,21.14,0.15,1.61,58.69,-999.0
1983-09-23,21.54,0.11,1.86,59.79,-999.0
1983-09-24,22.18,0.02,1.72,57.43,-999.0
1983-09-25,21.9,0.08,1.62,59.76,-999.0
1983-09-26,19.54,0.28,1.51,69.86,-999.0
1983-09-27,21.37,0.12,1.88,58.83,-999.0
1983-09-28,22.12,0.1,1.99,53.77,-999.0
1983-09-29,22.58,0.0,1.96,52.71,-999.0
1983-09-30,22.57,0.12,1.77,56.04,-999.0
1983-10-01,21.48,7.87,1.29,65.9,-999.0
1983-10-02,20.5,3.27,1.48,73.14,-999.0
1983-10-03,19.9,6.12,0.75,77.22,-999.0
1983-10-04,20.25,6.75,1.4,75.53,-999.0
1983-10-05,19.57,0.57,1.35,75.73,-999.0
1983-10-06,20.52,0.0,1.84,62.07,-999.0
1983-10-07,20.82,0.17,1.75,59.28,-999.0
1983-10-08,20.4,1.98,1.74,68.63,-999.0
1983-10-09,20.07,2.76,1.65,72.33,-999.0
1983-10-10,19.04,6.98,1.73,76.51,-999.0
1983-10-11,18.87,10.95,1.69,78.1,-999.0
1983-10-12,19.0,5.27,1.32,78.96,-999.0
1983-10-13,19.49,0.69,1.15,73.76,-999.0
1983-10-14,19.11,1.01,1.42,79.16,-999.0
1983-10-15,19.56,0.83,1.26,75.13,-999.0
1983-10-16,19.45,2.98,1.47,77.2,-999.0
1983-10-17,20.71,0.53,1.46,70.2,-999.0
1983-10-18,20.12,0.31,1.61,70.41,-999.0
1983-10-19,20.42,0.5,1.57,68.34,-999.0
1983-10-20,20.84,1.3,1.44,66.91,-999.0
1983-10-21,20.84,1.63,1.27,69.87,-999.0
1983-10-22,19.86,0.99,1.26,73.33,-999.0
1983-10-23,20.08,4.68,1.38,70.02,-999.0
1983-10-24,19.72,3.72,1.61,73.74,-999.0
1983-10-25,20.32,1.51,1.53,71.61,-999.0
1983-10-26,20.2,3.47,1.51,70.34,-999.0
1983-10-27,19.63,5.27,1.59,73.97,-999.0
1983-10-28,19.28,7.32,1.77,75.13,-999.0
1983-10-29,19.94,2.36,1.65,70.91,-999.0
1983-10-30,20.67,0.65,1.55,68.18,-999.0
1983-10-31,20.86,0.09,1.34,68.55,-999.0
1983-11-01,20.44,0.4,1.67,68.9,-999.0
1983-11-02,20.54,2.54,1.51,68.6,-999.0
1983-11-03,19.08,4.9,1.54,74.77,-999.0
1983-11-04,18.54,5.49,1.69,78.03,-999.0
1983-11-05,19.98,1.4,1.69,69.35,-999.0
1983-11-06,19.68,2.71,1.46,72.69,-999.0
1983-11-07,19.39,0.22,1.57,73.42,-999.0
1983-11-08,20.13,0.51,1.59,68.29,-999.0
1983-11-09,20.7,0.07,1.56,65.5,-999.0
1983-11-10,20.66,0.5,1.43,68.24,-999.0
1983-11-11,20.74,1.13,1.45,69.24,-999.0
1983-11-12,20.84,0.44,1.38,68.12,-999.0
1983-11-13,21.09,0.67,1.65,66.06,-999.0
1983-11-14,19.35,1.04,1.33,75.85,-999.0
1983-11-15,20.89,0.35,1.58,63.27,-999.0
1983-11-16,19.68,0.6,1.3,72.28,-999.0
1983-11-17,20.48,0.71,1.26,70.25,-999.0
1983-11-18,20.1,0.27,1.09,73.09,-999.0
1983-11-19,20.5,0.78,1.47,69.0,-999.0
1983-11-20,20.42,0.82,1.37,72.62,-999.0
1983-11-21,19.59,2.48,1.29,75.52,-999.0
1983-11-22,19.25,1.43,1.53,72.81,-999.0
1983-11-23,20.3,0.83,1.7,67.82,-999.0
1983-11-24,20.05,0.17,1.27,72.59,-999.0
1983-11-25,19.51,1.27,1.5,73.93,-999.0
1983-11-26,19.87,0.96,1.58,69.21,-999.0
1983-11-27,17.67,4.76,1.32,81.7,-999.0
1983-11-28,18.73,2.95,1.47,73.69,-999.0
1983-11-29,18.9,2.25,1.5,74.29,-999.0
1983-11-30,19.69,0.84,1.72,68.52,-999.0
1983-12-01,19.93,1.8,1.78,66.67,-999.0
1983-12-02,19.09,3.89,1.52,71.32,-999.0
1983-12-03,18.95,3.43,1.81,71.16,-999.0
1983-12-04,19.87,2.21,1.67,66.16,-999.0
1983-12-05,19.93,4.14,1.72,68.53,-999.0
1983-12-06,19.23,2.51,1.38,75.68,-999.0
1983-12-07,19.09,3.6,1.5,75.67,-999.0
1983-12-08,19.08,5.32,1.51,78.02,-999.0
1983-12-09,18.26,7.23,1.4,81.45,-999.0
1983-12-10,19.07,1.35,1.33,76.25,-999.0
1983-12-11,19.26,5.55,1.42,77.4,-999.0
1983-12-12,19.65,0.75,1.25,72.02,-999.0
1983-12-13,20.14,1.28,1.47,71.57,-999.0
1983-12-14,20.11,0.91,1.64,70.26,-999.0
1983-12-15,19.67,3.91,1.72,71.95,-999.0
1983-12-16,19.23,0.57,1.42,73.15,-999.0
1983-12-17,19.79,0.34,1.26,71.63,-999.0
1983-12-18,20.19,0.59,1.21,70.43,-999.0
1983-12-19,19.21,0.68,1.28,74.83,-999.0
1983-12-20,20.33,0.24,1.37,69.76,-999.0
1983-12-21,19.65,2.04,1.17,74.61,-999.0
1983-12-22,19.41,5.33,0.9,76.99,-999.0
1983-12-23,19.58,3.03,0.99,78.02,-999.0
1983-12-24,18.15,10.91,0.69,85.72,-999.0
1983-12-25,18.47,3.0,0.8,80.65,-999.0
1983-12-26,18.33,1.93,0.63,80.68,-999.0
1983-12-27,18.7,1.43,0.76,77.21,-999.0
1983-12-28,18.48,0.58,0.43,81.11,-999.0
1983-12-29,19.46,0.42,1.0,74.71,-999.0
1983-12-30,20.89,0.11,1.01,66.91,-999.0
1983-12-31,20.54,0.46,1.13,70.11,-999.0
1984-01-01,19.97,2.72,1.01,74.34,20.65
1984-01-02,19.88,0.29,1.56,69.88,17.13
1984-01-03,18.91,1.7,1.38,73.9,14.33
1984-01-04,20.01,0.12,1.08,65.74,20.83
1984-01-05,20.47,3.87,1.4,71.21,16.84
1984-01-06,20.81,4.07,1.19,69.9,14.53
1984-01-07,20.64,1.46,1.31,66.52,17.81
1984-01-08,20.42,2.95,1.09,68.97,13.92
1984-01-09,18.68,0.96,1.2,77.32,8.25
1984-01-10,17.89,2.73,1.0,78.04,25.1
1984-01-11,19.46,0.77,1.0,71.74,19.59
1984-01-12,19.61,1.46,1.02,75.84,17.9
1984-01-13,18.33,6.37,1.18,81.5,9.0
1984-01-14,20.23,1.2,1.25,69.85,19.08
1984-01-15,20.49,1.7,1.22,66.89,18.36
1984-01-16,19.67,1.65,1.39,68.86,21.1
1984-01-17,20.32,0.37,1.26,66.7,13.31
1984-01-18,19.97,1.74,1.27,70.66,15.45
1984-01-19,20.43,0.71,1.14,66.46,19.55
1984-01-20,21.14,1.3,0.86,65.41,20.5
1984-01-21,20.54,4.5,0.5,66.99,17.57
1984-01-22,20.8,1.3,0.6,65.16,16.73
1984-01-23,19.94,1.94,0.56,71.05,19.49
1984-01-24,20.77,2.02,1.1,67.56,16.72
1984-01-25,20.34,3.7,1.12,70.38,18.76
1984-01-26,20.04,0.54,1.42,69.39,21.71
1984-01-27,20.39,2.33,1.45,68.61,23.3
1984-01-28,21.57,0.88,1.22,64.79,19.87
1984-01-29,20.8,0.62,0.76,67.64,19.43
1984-01-30,19.42,3.77,0.81,73.82,10.46
1984-01-31,19.01,0.49,0.84,75.4,16.44
1984-02-01,19.7,0.95,1.09,73.54,18.92
1984-02-02,20.19,2.85,1.0,71.92,9.28
1984-02-03,20.12,0.48,1.33,69.87,19.71
1984-02-04,20.33,0.97,1.24,64.78,9.22
1984-02-05,21.49,0.18,1.16,60.75,16.77
1984-02-06,21.57,0.69,0.8,63.29,19.23
1984-02-07,21.67,3.64,1.18,64.45,24.91
1984-02-08,21.1,2.14,1.23,67.52,25.46
1984-02-09,19.87,5.65,1.05,73.57,22.41
1984-02-10,20.02,3.61,1.18,71.01,19.38
1984-02-11,21.8,0.15,1.3,58.8,19.05
1984-02-12,22.13,0.23,1.27,60.18,19.06
1984-02-13,21.89,0.97,1.05,62.69,21.54
1984-02-14,21.5,0.82,1.15,65.59,25.38
1984-02-15,22.15,0.71,1.19,59.67,15.04
1984-02-16,23.06,0.54,1.2,56.83,19.88
1984-02-17,22.7,3.5,1.11,61.33,17.12
1984-02-18,21.96,1.33,1.32,64.58,23.05
1984-02-19,21.7,0.26,1.12,66.21,21.46
1984-02-20,22.58,0.16,1.46,56.49,23.14
1984-02-21,22.33,0.22,1.57,54.61,25.69
1984-02-22,22.5,0.38,1.68,56.46,20.59
1984-02-23,22.56,0.76,1.56,54.86,25.52
1984-02-24,23.07,1.16,1.08,56.61,20.96
1984-02-25,22.74,0.64,1.29,58.05,9.16
1984-02-26,21.59,0.63,1.28,59.76,22.54
1984-02-27,21.0,1.47,1.19,65.11,12.25
1984-02-28,21.46,1.75,1.09,64.7,12.83
1984-02-29,21.01,2.0,1.18,70.34,17.05
1984-03-01,19.49,1.94,1.7,76.36,22.87
1984-03-02,19.88,2.83,1.1,73.31,12.99
1984-03-03,18.38,3.22,0.61,82.41,18.53
1984-03-04,19.68,2.22,1.34,71.85,19.26
1984-03-05,20.65,1.53,1.46,65.86,20.37
1984-03-06,20.35,1.26,1.24,69.36,13.14
1984-03-07,20.93,0.75,1.26,65.07,18.57
1984-03-08,21.08,0.72,1.49,65.55,17.75
1984-03-09,21.67,0.01,1.78,62.48,22.47
1984-03-10,21.76,0.03,1.43,62.29,24.86
1984-03-11,21.63,0.93,1.27,63.98,19.95
1984-03-12,20.28,4.36,0.77,69.95,11.07
1984-03-13,19.65,1.1,1.34,69.59,17.31
1984-03-14,20.39,1.61,1.14,67.61,25.35
1984-03-15,19.7,2.31,1.28,71.72,17.65
1984-03-16,19.89,7.83,1.45,74.67,24.84
1984-03-17,20.48,2.27,2.16,72.05,16.0
1984-03-18,20.96,1.14,2.28,67.35,20.8
1984-03-19,21.26,0.85,2.08,62.84,22.67
1984-03-20,21.46,0.0,2.4,58.5,26.49
1984-03-21,21.53,0.0,2.2,56.5,27.61
1984-03-22,21.7,0.08,2.12,56.94,26.25
1984-03-23,22.33,0.05,1.93,57.81,24.06
1984-03-24,22.24,0.12,2.2,59.0,22.52
1984-03-25,21.55,0.29,1.82,60.59,21.36
1984-03-26,22.97,0.66,1.26,56.73,18.95
1984-03-27,20.25,3.23,1.18,72.14,20.32
1984-03-28,20.82,0.4,1.45,69.41,14.79
1984-03-29,21.5,2.74,1.26,66.66,15.57
1984-03-30,21.02,5.57,1.23,69.06,13.57
1984-03-31,20.47,5.06,1.25,71.65,18.58
1984-04-01,20.76,2.32,1.44,70.39,15.41
1984-04-02,21.55,1.75,1.56,66.15,17.76
1984-04-03,20.71,2.82,2.0,73.67,17.24
1984-04-04,20.22,4.86,1.14,79.48,10.33
1984-04-05,19.92,4.87,1.65,79.8,12.75
1984-04-06,19.36,5.24,1.99,78.28,20.51
1984-04-07,20.61,2.6,1.52,70.37,13.57
1984-04-08,20.49,4.73,1.23,75.19,18.67
1984-04-09,20.88,1.06,1.07,72.46,17.36
1984-04-10,19.39,7.6,1.12,82.0,22.12
1984-04-11,20.84,2.19,1.21,69.4,17.63
1984-04-12,18.95,4.29,1.29,85.55,15.08
1984-04-13,19.37,7.65,1.31,78.06,16.68
1984-04-14,20.21,8.98,1.15,73.93,23.04
1984-04-15,20.47,8.78,1.02,77.84,23.0
1984-04-16,18.64,10.79,1.4,87.32,16.13
1984-04-17,19.23,4.21,1.18,82.45,19.98
1984-04-18,18.83,2.76,1.65,83.63,19.28
1984-04-19,19.51,1.01,2.06,77.51,24.31
1984-04-20,19.11,0.53,2.09,77.44,22.78
1984-04-21,19.8,0.64,2.1,73.34,17.43
1984-04-22,20.35,1.45,2.19,73.31,15.78
1984-04-23,20.92,0.62,2.05,68.72,17.59
1984-04-24,18.63,4.71,1.48,84.25,16.69
1984-04-25,18.77,6.58,1.56,83.55,12.24
1984-04-26,17.36,30.14,1.44,90.63,13.23
1984-04-27,18.53,25.4,1.59,84.97,17.6
1984-04-28,18.33,34.82,1.7,88.42,15.6
1984-04-29,18.55,7.93,2.05,84.45,15.51
1984-04-30,18.72,1.13,1.84,81.81,17.64
1984-05-01,18.86,0.67,1.55,79.75,16.19
1984-05-02,18.87,1.23,1.34,76.68,19.66
1984-05-03,18.75,2.74,1.42,75.98,20.92
1984-05-04,18.96,2.16,1.58,79.82,21.45
1984-05-05,19.63,0.6,1.73,77.48,19.43
1984-05-06,19.82,0.61,1.66,77.32,19.79
1984-05-07,19.36,0.93,1.44,79.05,21.24
1984-05-08,19.04,6.61,1.36,81.81,20.9
1984-05-09,18.22,8.71,1.45,85.7,15.7
1984-05-10,18.22,4.35,1.33,85.72,16.81
1984-05-11,18.54,0.49,1.44,79.4,17.1
1984-05-12,18.87,1.28,1.51,76.57,12.94
1984-05-13,18.87,1.63,1.44,77.89,18.88
1984-05-14,18.06,1.7,1.27,84.33,18.73
1984-05-15,18.87,0.55,1.47,81.98,19.01
