Date,T2M,PRECTOTCORR,WS2M,RH2M,ALLSKY_SFC_SW_DWN
1983-05-04,16.56,4.31,1.39,84.96,-999.0
1983-05-05,17.01,6.85,1.41,83.38,-999.0
1983-05-06,16.61,3.45,0.69,88.58,-999.0
1983-05-07,16.54,10.21,1.0,87.92,-999.0
1983-05-08,17.11,4.97,1.63,84.75,-999.0
1983-05-09,16.84,2.38,1.87,83.82,-999.0
1983-05-10,17.01,7.53,2.0,86.16,-999.0
1983-05-11,17.14,8.51,1.84,87.71,-999.0
1983-05-12,16.84,2.08,2.88,86.39,-999.0
1983-05-13,15.9,0.08,3.14,84.85,-999.0
1983-05-14,16.14,0.18,2.82,85.02,-999.0
1983-05-15,16.3,0.0,2.46,82.35,-999.0
1983-05-16,16.7,0.01,2.29,77.52,-999.0
1983-05-17,16.86,0.65,2.43,76.34,-999.0
1983-05-18,16.36,1.16,2.0,85.95,-999.0
1983-05-19,16.68,0.49,1.74,81.06,-999.0
1983-05-20,17.33,0.12,1.44,80.57,-999.0
1983-05-21,17.4,1.58,1.51,82.33,-999.0
1983-05-22,17.1,7.12,1.46,83.93,-999.0
1983-05-23,16.46,11.31,1.37,86.05,-999.0
1983-05-24,17.36,1.79,1.69,83.65,-999.0
1983-05-25,17.64,8.37,0.58,82.46,-999.0
1983-05-26,16.09,4.0,1.27,88.71,-999.0
1983-05-27,17.11,0.04,1.83,83.03,-999.0
1983-05-28,17.1,0.07,1.69,83.0,-999.0
1983-05-29,17.32,0.87,0.96,79.7,-999.0
1983-05-30,17.4,3.16,1.78,83.19,-999.0
1983-05-31,17.24,0.0,2.13,81.97,-999.0
1983-06-01,17.03,0.0,2.54,80.48,-999.0
1983-06-02,16.72,0.0,2.65,77.47,-999.0
1983-06-03,16.37,0.0,2.22,81.05,-999.0
1983-06-04,16.74,0.0,2.61,81.8,-999.0
1983-06-05,15.89,5.18,2.19,83.43,-999.0
1983-06-06,15.96,4.42,2.14,84.2,-999.0
1983-06-07,16.27,0.88,2.33,82.74,-999.0
1983-06-08,16.46,0.0,2.16,80.03,-999.0
1983-06-09,16.58,0.0,2.13,78.65,-999.0
1983-06-10,17.25,0.01,1.87,77.1,-999.0
1983-06-11,16.85,0.17,2.23,78.81,-999.0
1983-06-12,17.08,0.2,1.67,76.94,-999.0
1983-06-13,16.98,0.2,1.54,78.14,-999.0
1983-06-14,17.4,0.24,1.9,76.04,-999.0
1983-06-15,17.21,0.23,1.79,73.48,-999.0
1983-06-16,16.99,0.12,2.13,71.0,-999.0
1983-06-17,17.1,0.09,1.92,68.74,-999.0
1983-06-18,17.6,0.1,1.82,69.79,-999.0
1983-06-19,17.17,0.28,0.78,75.37,-999.0
1983-06-20,16.7,1.47,1.1,81.48,-999.0
1983-06-21,15.84,3.86,1.31,83.8,-999.0
1983-06-22,16.09,1.6,1.31,80.52,-999.0
1983-06-23,17.01,0.91,1.34,73.25,-999.0
1983-06-24,17.19,6.67,0.97,77.23,-999.0
1983-06-25,16.66,1.43,1.43,80.49,-999.0
1983-06-26,17.08,0.14,1.87,77.1,-999.0
1983-06-27,17.45,0.0,1.56,68.13,-999.0
1983-06-28,18.01,0.02,1.22,59.76,-999.0
1983-06-29,17.16,0.05,1.57,62.47,-999.0
1983-06-30,16.64,3.16,2.08,71.11,-999.0
1983-07-01,15.91,5.31,2.52,81.04,-999.0
1983-07-02,15.46,2.98,2.73,78.68,-999.0
1983-07-03,15.94,1.04,2.0,78.12,-999.0
1983-07-04,16.38,1.27,2.15,77.44,-999.0
1983-07-05,16.3,0.09,2.43,75.24,-999.0
1983-07-06,16.31,0.16,2.31,71.34,-999.0
1983-07-07,15.84,0.03,2.45,68.95,-999.0
1983-07-08,15.76,0.17,2.33,71.52,-999.0
1983-07-09,16.43,0.0,2.23,70.17,-999.0
1983-07-10,17.32,0.43,1.76,66.91,-999.0
1983-07-11,17.51,1.19,1.61,70.97,-999.0
1983-07-12,17.16,0.39,2.05,74.09,-999.0
1983-07-13,17.24,0.28,2.23,71.68,-999.0
1983-07-14,18.29,0.31,1.61,66.72,-999.0
1983-07-15,17.14,0.88,1.69,75.55,-999.0
1983-07-16,16.68,1.72,1.39,79.37,-999.0
1983-07-17,16.67,0.17,1.57,76.94,-999.0
1983-07-18,16.47,0.42,1.7,74.43,-999.0
1983-07-19,16.36,0.18,2.13,69.24,-999.0
1983-07-20,16.98,0.29,1.78,61.88,-999.0
1983-07-21,18.33,0.2,1.14,57.48,-999.0
1983-07-22,18.58,0.59,1.24,59.03,-999.0
1983-07-23,17.9,0.14,1.85,57.7,-999.0
1983-07-24,18.67,0.03,1.34,49.4,-999.0
1983-07-25,17.79,0.34,1.45,62.33,-999.0
1983-07-26,18.32,0.75,1.44,60.99,-999.0
1983-07-27,17.82,0.93,1.93,68.33,-999.0
1983-07-28,16.84,13.85,1.91,74.51,-999.0
1983-07-29,16.17,16.47,2.21,82.5,-999.0
1983-07-30,16.57,0.12,2.46,75.71,-999.0
1983-07-31,16.82,0.02,2.36,75.48,-999.0
1983-08-01,16.37,0.16,2.41,74.58,-999.0
1983-08-02,17.81,0.0,2.02,68.99,-999.0
1983-08-03,17.85,0.0,2.12,68.09,-999.0
1983-08-04,18.34,0.42,1.64,68.88,-999.0
1983-08-05,18.04,0.82,1.63,68.5,-999.0
1983-08-06,18.18,0.0,1.73,65.73,-999.0
1983-08-07,18.3,0.18,1.33,72.25,-999.0
1983-08-08,17.93,2.74,1.31,77.65,-999.0
1983-08-09,17.72,2.32,1.11,78.68,-999.0
1983-08-10,17.15,3.66,1.19,80.4,-999.0
1983-08-11,16.82,2.31,0.54,80.71,-999.0
1983-08-12,16.59,3.42,1.78,80.99,-999.0
1983-08-13,16.53,0.37,2.11,69.69,-999.0
1983-08-14,17.03,0.1,1.88,59.99,-999.0
1983-08-15,17.54,0.02,1.62,59.84,-999.0
1983-08-16,18.08,0.25,1.5,63.01,-999.0
1983-08-17,18.15,1.35,1.41,69.61,-999.0
1983-08-18,18.14,0.87,1.17,71.87,-999.0
1983-08-19,18.66,3.56,1.73,68.5,-999.0
1983-08-20,18.48,4.64,1.12,69.17,-999.0
1983-08-21,17.22,8.58,1.02,76.7,-999.0
1983-08-22,17.21,4.64,1.57,77.38,-999.0
1983-08-23,17.53,1.89,2.03,74.85,-999.0
1983-08-24,17.09,0.91,2.42,73.04,-999.0
1983-08-25,17.95,0.16,2.23,63.37,-999.0
1983-08-26,18.13,1.34,1.72,66.3,-999.0
1983-08-27,18.16,2.86,2.09,66.63,-999.0
1983-08-28,19.04,6.23,1.91,62.84,-999.0
1983-08-29,18.81,2.52,2.05,63.32,-999.0
1983-08-30,18.71,0.07,2.24,56.07,-999.0
1983-08-31,17.45,0.0,2.59,57.99,-999.0
1983-09-01,16.69,0.01,2.32,60.48,-999.0
1983-09-02,18.05,1.92,1.9,62.17,-999.0
1983-09-03,17.75,3.47,1.93,70.18,-999.0
1983-09-04,18.03,1.27,1.98,62.31,-999.0
1983-09-05,18.56,2.0,1.97,62.22,-999.0
1983-09-06,18.43,0.12,2.26,63.8,-999.0
1983-09-07,18.91,0.0,2.15,58.09,-999.0
1983-09-08,18.54,0.0,2.45,59.29,-999.0
1983-09-09,17.97,0.24,2.13,66.54,-999.0
1983-09-10,17.58,4.46,1.78,69.69,-999.0
1983-09-11,17.54,6.39,2.27,72.91,-999.0
1983-09-12,18.14,2.58,2.2,67.57,-999.0
1983-09-13,18.52,1.57,1.68,71.15,-999.0
1983-09-14,18.34,3.65,1.51,73.41,-999.0
1983-09-15,18.67,1.43,1.74,71.03,-999.0
1983-09-16,18.92,0.16,1.97,63.49,-999.0
1983-09-17,18.58,1.01,1.79,64.36,-999.0
1983-09-18,18.5,0.5,2.11,67.22,-999.0
1983-09-19,18.83,0.07,2.21,60.19,-999.0
1983-09-20,17.84,0.04,2.09,62.42,-999.0
1983-09-21,18.72,0.03,1.62,63.52,-999.0
1983-09-22,17.57,2.05,1.33,74.19,-999.0
1983-09-23,18.24,0.18,1.52,71.4,-999.0
1983-09-24,18.88,0.23,1.31,67.55,-999.0
1983-09-25,18.42,0.28,1.42,73.65,-999.0
1983-09-26,16.57,0.88,1.41,82.33,-999.0
1983-09-27,17.83,0.27,1.62,72.1,-999.0
1983-09-28,17.76,1.01,1.65,70.97,-999.0
1983-09-29,18.96,0.06,1.6,66.4,-999.0
1983-09-30,18.81,0.81,1.44,70.86,-999.0
1983-10-01,17.67,4.53,0.84,79.3,-999.0
1983-10-02,16.81,4.98,1.07,83.56,-999.0
1983-10-03,16.17,22.63,1.49,85.9,-999.0
1983-10-04,16.7,16.16,0.95,82.49,-999.0
1983-10-05,17.26,0.97,0.96,80.25,-999.0
1983-10-06,17.56,0.96,1.78,70.79,-999.0
1983-10-07,17.48,1.2,1.38,72.16,-999.0
1983-10-08,17.39,3.42,1.54,76.7,-999.0
1983-10-09,17.41,4.03,1.48,78.3,-999.0
1983-10-10,17.03,11.93,1.52,79.85,-999.0
1983-10-11,16.51,5.85,1.57,82.42,-999.0
1983-10-12,16.8,8.14,1.33,81.23,-999.0
1983-10-13,16.76,3.45,1.04,77.35,-999.0
1983-10-14,16.26,10.0,0.94,87.13,-999.0
1983-10-15,17.34,9.02,0.97,80.38,-999.0
1983-10-16,17.06,7.91,1.3,82.35,-999.0
1983-10-17,18.34,1.1,1.35,75.14,-999.0
1983-10-18,17.36,4.23,1.43,80.14,-999.0
1983-10-19,17.34,12.07,1.43,79.62,-999.0
1983-10-20,17.65,14.62,1.23,76.76,-999.0
1983-10-21,17.49,16.08,1.04,80.35,-999.0
1983-10-22,16.07,12.25,0.94,88.52,-999.0
1983-10-23,16.84,12.69,1.07,80.06,-999.0
1983-10-24,16.61,8.4,1.28,84.43,-999.0
1983-10-25,17.51,4.79,1.36,80.51,-999.0
1983-10-26,17.36,1.25,1.42,79.74,-999.0
1983-10-27,17.18,1.78,1.5,80.19,-999.0
1983-10-28,16.66,4.46,1.83,80.9,-999.0
1983-10-29,17.4,1.42,1.79,75.5,-999.0
1983-10-30,17.2,0.68,1.25,78.26,-999.0
1983-10-31,17.5,0.09,1.18,78.09,-999.0
1983-11-01,17.58,0.14,1.65,77.79,-999.0
1983-11-02,17.21,0.73,1.32,78.32,-999.0
1983-11-03,16.72,1.95,1.51,82.01,-999.0
1983-11-04,17.12,4.36,1.52,79.89,-999.0
1983-11-05,17.69,1.23,1.42,76.34,-999.0
1983-11-06,17.06,5.29,1.59,79.99,-999.0
1983-11-07,17.03,1.59,1.3,80.24,-999.0
1983-11-08,17.32,2.0,1.57,79.81,-999.0
1983-11-09,18.07,0.34,1.31,72.85,-999.0
1983-11-10,17.77,1.43,1.47,78.01,-999.0
1983-11-11,17.32,1.88,1.34,80.26,-999.0
1983-11-12,17.22,9.18,1.25,81.49,-999.0
1983-11-13,17.36,6.32,1.25,79.74,-999.0
1983-11-14,16.52,3.99,1.17,84.4,-999.0
1983-11-15,17.48,6.06,1.23,76.35,-999.0
1983-11-16,16.67,5.12,1.03,82.87,-999.0
1983-11-17,16.96,4.59,1.12,81.85,-999.0
1983-11-18,15.74,0.81,1.61,87.19,-999.0
1983-11-19,16.14,2.92,1.49,81.66,-999.0
1983-11-20,16.62,3.27,1.53,84.84,-999.0
1983-11-21,16.76,5.45,1.19,83.6,-999.0
1983-11-22,16.58,2.98,1.44,81.87,-999.0
1983-11-23,17.14,0.91,1.6,80.52,-999.0
1983-11-24,17.06,0.49,1.24,81.49,-999.0
1983-11-25,17.23,0.87,1.35,79.44,-999.0
1983-11-26,16.88,2.01,1.12,78.92,-999.0
1983-11-27,15.5,7.85,1.32,84.4,-999.0
1983-11-28,16.22,11.02,1.35,79.11,-999.0
1983-11-29,16.19,4.49,1.4,83.13,-999.0
1983-11-30,16.99,1.52,1.64,77.69,-999.0
1983-12-01,17.37,4.06,1.57,74.51,-999.0
1983-12-02,17.14,4.55,1.02,76.81,-999.0
1983-12-03,17.03,2.44,1.77,77.99,-999.0
1983-12-04,17.17,1.32,1.71,74.49,-999.0
1983-12-05,17.67,4.01,1.86,72.34,-999.0
1983-12-06,16.72,4.14,1.6,82.92,-999.0
1983-12-07,17.26,4.74,1.32,77.13,-999.0
1983-12-08,16.55,5.43,1.85,82.5,-999.0
1983-12-09,16.0,4.63,1.89,85.85,-999.0
1983-12-10,16.53,2.91,1.44,81.99,-999.0
1983-12-11,16.59,15.75,1.72,82.84,-999.0
1983-12-12,16.6,6.75,1.53,80.37,-999.0
1983-12-13,16.5,5.04,1.49,83.2,-999.0
1983-12-14,16.18,4.31,1.84,83.15,-999.0
1983-12-15,16.35,3.83,2.08,82.14,-999.0
1983-12-16,16.02,1.17,1.54,85.54,-999.0
1983-12-17,16.01,0.68,1.56,83.54,-999.0
1983-12-18,16.43,0.53,1.25,81.17,-999.0
1983-12-19,16.5,0.42,1.23,82.99,-999.0
1983-12-20,17.26,0.43,1.45,80.1,-999.0
1983-12-21,16.53,1.12,1.01,85.04,-999.0
1983-12-22,16.02,12.82,1.09,84.1,-999.0
1983-12-23,16.17,8.7,1.23,84.97,-999.0
1983-12-24,14.84,7.51,1.6,89.48,-999.0
1983-12-25,14.81,2.81,1.39,88.64,-999.0
1983-12-26,14.81,1.91,1.34,87.82,-999.0
1983-12-27,14.95,1.17,1.29,86.03,-999.0
1983-12-28,15.66,0.87,0.99,85.07,-999.0
1983-12-29,16.07,0.51,1.69,82.66,-999.0
1983-12-30,17.41,0.16,1.06,75.62,-999.0
1983-12-31,17.19,0.71,0.92,80.25,-999.0
1984-01-01,16.15,1.66,1.29,81.51,18.59
1984-01-02,16.49,0.72,1.87,79.39,14.66
1984-01-03,16.76,2.32,1.36,78.22,16.12
1984-01-04,17.32,1.56,1.41,72.76,16.88
1984-01-05,16.92,7.37,1.53,84.28,16.25
1984-01-06,16.87,16.68,1.34,81.13,14.56
1984-01-07,16.67,8.23,1.58,78.71,20.02
1984-01-08,16.63,9.05,1.44,80.95,17.59
1984-01-09,15.62,0.62,1.61,85.46,13.86
1984-01-10,15.43,3.76,1.12,85.97,19.02
1984-01-11,16.32,2.24,0.67,79.83,16.81
1984-01-12,17.06,3.26,1.06,81.0,15.18
1984-01-13,15.57,6.65,1.21,88.09,9.8
1984-01-14,16.26,1.18,1.5,79.3,20.34
1984-01-15,16.7,3.15,1.46,76.03,14.28
1984-01-16,16.3,2.22,1.52,80.69,21.21
1984-01-17,16.12,0.87,1.38,81.13,16.02
1984-01-18,15.4,2.76,1.79,84.33,20.39
1984-01-19,16.09,0.68,1.64,81.17,20.75
1984-01-20,16.4,0.8,1.78,81.46,21.64
1984-01-21,16.34,3.78,1.27,79.06,20.32
1984-01-22,16.38,1.61,1.19,80.63,22.24
1984-01-23,15.62,2.97,1.09,85.67,21.43
1984-01-24,16.99,3.24,1.41,76.69,20.36
1984-01-25,16.46,3.78,1.46,81.98,17.91
1984-01-26,16.21,3.35,1.59,81.72,21.99
1984-01-27,17.23,1.82,1.67,76.46,19.85
1984-01-28,17.87,7.62,1.46,74.99,20.24
1984-01-29,16.56,6.14,1.31,81.23,18.68
1984-01-30,16.02,5.72,1.29,83.02,14.34
1984-01-31,16.01,1.39,1.26,80.96,15.38
1984-02-01,16.46,2.29,1.25,80.58,17.48
1984-02-02,16.75,2.57,1.29,80.45,9.04
1984-02-03,16.44,1.01,1.52,83.29,18.59
1984-02-04,16.75,1.16,1.35,76.35,7.19
1984-02-05,17.75,5.56,1.19,72.8,18.29
1984-02-06,17.39,4.4,1.09,75.08,18.06
1984-02-07,17.28,5.66,1.27,78.97,23.87
1984-02-08,17.15,5.54,1.51,79.26,22.08
1984-02-09,16.94,4.69,1.22,80.61,24.12
1984-02-10,17.12,2.98,1.44,76.23,17.84
1984-02-11,17.57,4.1,1.52,71.91,21.29
1984-02-12,17.93,7.26,1.52,73.36,21.48
1984-02-13,17.66,8.2,1.44,72.52,22.13
1984-02-14,17.6,6.0,1.25,73.48,23.84
1984-02-15,18.45,5.84,1.3,67.48,12.54
1984-02-16,18.56,4.03,1.38,69.17,21.84
1984-02-17,18.13,2.93,1.42,73.11,21.94
1984-02-18,18.61,3.63,1.47,71.07,21.22
1984-02-19,17.88,1.47,1.32,74.43,19.0
1984-02-20,18.95,2.75,1.57,64.82,24.15
1984-02-21,19.02,4.26,1.46,64.03,24.41
1984-02-22,18.6,4.59,1.67,69.61,20.04
1984-02-23,18.74,5.1,1.59,67.43,24.11
1984-02-24,18.57,11.93,1.31,69.54,14.58
1984-02-25,17.99,5.47,1.55,73.3,9.94
1984-02-26,17.43,3.35,1.38,73.87,17.83
1984-02-27,17.6,2.01,1.15,74.24,14.57
1984-02-28,17.4,2.76,0.98,79.51,9.05
1984-02-29,16.93,2.44,0.8,84.45,17.33
1984-03-01,16.68,0.86,1.44,83.41,16.85
1984-03-02,17.31,8.41,1.23,81.17,11.69
1984-03-03,16.46,6.71,1.13,78.72,14.21
1984-03-04,17.0,6.73,1.45,79.82,21.48
1984-03-05,17.0,1.3,1.62,79.67,16.55
1984-03-06,17.71,5.99,1.34,74.68,15.67
1984-03-07,18.17,1.12,1.1,73.26,16.96
1984-03-08,18.8,0.05,1.54,69.22,18.23
1984-03-09,19.07,0.0,1.94,66.03,23.66
1984-03-10,18.87,0.01,1.34,67.32,24.02
1984-03-11,18.99,0.08,1.12,69.75,18.64
1984-03-12,18.16,5.52,0.86,74.43,12.49
1984-03-13,17.65,5.77,1.17,76.63,10.0
1984-03-14,17.44,3.06,1.06,80.59,20.64
1984-03-15,17.76,1.8,1.21,77.72,12.86
1984-03-16,17.63,9.88,1.48,79.04,21.75
1984-03-17,17.14,3.13,2.38,80.02,12.52
1984-03-18,17.96,1.31,2.63,75.25,22.05
1984-03-19,17.73,1.72,2.52,73.1,21.42
1984-03-20,17.82,0.02,2.85,68.18,25.81
1984-03-21,18.21,0.0,2.74,64.46,25.81
1984-03-22,18.6,0.16,2.59,63.46,24.02
1984-03-23,19.2,0.16,2.03,65.57,23.59
1984-03-24,18.88,0.29,2.31,68.34,22.91
1984-03-25,18.27,2.23,1.79,71.4,21.7
1984-03-26,18.9,6.05,0.86,71.9,19.43
1984-03-27,17.48,6.73,1.29,81.57,17.43
1984-03-28,17.43,4.35,1.67,82.45,13.84
1984-03-29,18.21,3.09,1.23,74.23,18.66
1984-03-30,18.01,1.44,1.37,75.06,10.38
1984-03-31,17.28,4.38,1.31,79.67,15.47
1984-04-01,17.66,1.86,1.42,78.89,13.62
1984-04-02,18.28,2.19,1.81,73.72,16.5
1984-04-03,17.53,2.67,1.94,81.42,14.46
1984-04-04,17.47,2.95,1.14,81.0,10.7
1984-04-05,16.71,2.31,0.97,87.16,11.49
1984-04-06,16.99,3.47,2.11,83.7,17.85
1984-04-07,18.07,2.46,1.57,72.6,14.98
1984-04-08,18.04,4.21,1.18,78.46,19.06
1984-04-09,17.98,2.64,1.1,81.84,17.64
1984-04-10,17.15,13.71,1.24,86.22,20.02
1984-04-11,17.55,8.52,1.23,79.56,14.31
1984-04-12,16.58,6.75,1.18,88.77,15.29
1984-04-13,17.25,9.55,1.32,80.85,17.72
1984-04-14,17.72,17.97,1.22,79.71,21.39
1984-04-15,18.4,8.1,1.04,77.5,22.92
1984-04-16,16.98,3.59,1.36,84.19,18.6
1984-04-17,17.7,1.67,1.36,78.51,16.14
1984-04-18,16.56,1.25,1.55,86.08,20.38
1984-04-19,16.72,0.6,2.76,82.74,23.37
1984-04-20,16.2,0.29,2.81,83.59,23.29
1984-04-21,16.83,0.65,2.84,80.25,17.89
1984-04-22,17.0,2.73,2.88,81.82,17.58
1984-04-23,17.61,0.67,2.84,78.26,17.5
1984-04-24,16.46,8.11,1.88,85.05,12.79
1984-04-25,16.81,6.7,1.59,83.52,10.62
1984-04-26,15.74,14.98,1.76,88.71,15.58
1984-04-27,16.75,14.34,2.11,84.92,20.36
1984-04-28,16.54,24.12,2.06,88.36,15.85
1984-04-29,16.61,7.52,2.92,86.46,17.47
1984-04-30,16.74,0.4,2.76,83.48,20.4
1984-05-01,16.25,1.02,2.26,84.06,16.22
1984-05-02,16.3,1.99,2.02,81.19,20.36
1984-05-03,16.46,2.56,1.93,79.69,21.97
1984-05-04,16.52,2.09,2.11,83.36,19.93
1984-05-05,16.92,0.61,2.3,82.68,20.21
1984-05-06,17.35,0.65,2.1,81.88,20.0
1984-05-07,17.38,2.94,1.67,82.18,20.1
1984-05-08,17.29,11.92,1.51,83.12,16.38
1984-05-09,16.85,8.45,1.4,85.28,19.11
1984-05-10,16.53,4.36,1.75,85.75,14.62
1984-05-11,16.41,0.65,1.9,84.25,16.55
1984-05-12,16.19,0.7,1.95,82.88,14.06
1984-05-13,16.02,1.55,1.9,86.33,16.55
1984-05-14,15.96,1.34,1.38,88.54,17.88
1984-05-15,16.25,1.74,1.24,88.2,18.86
